S/N,Date,Country,Rented_Bike_Count,Hour,Temperature,Humidity,Windspeed,Visibility,Dewpoint_Temp,Solar_Radiation,Rainfall,Snowfall,Open,Hit_Sales,Region,Latitude,Longitude
4839,6/20/2019,JP,1252,12,25.2,53,3.3,3,14.9,3.38,0,low,Yes,Y,South,37.25455096,127.5502118
4840,6/20/2019,JP,1184,13,26.2,51,3.2,3,15.2,3.36,0,low,Yes,Y,South,37.39469931,128.1870503
4841,6/20/2019,JP,1158,14,27.5,47,2.7,3,15.1,3.24,0,low,Yes,Y,South,37.36609502,127.8305541
4842,6/20/2019,JP,1266,15,27.9,45,3.6,4,14.8,3.04,0,low,Yes,Y,South,37.81032584,127.7381564
4843,6/20/2019,JP,1600,16,28.2,48,3.9,3,16.1,2.55,0,low,Yes,Y,South,37.84295442,127.85841
4844,6/20/2019,JP,2289,17,28,50,3.2,3,16.6,1.93,0,low,Yes,Y,South,37.37916506,127.9114953
4845,6/20/2019,JP,3384,18,27,55,3.1,4,17.1,1.26,0,low,Yes,Y,South,37.84176509,128.4411507
4846,6/20/2019,JP,2741,19,25.6,61,2.7,4,17.5,0.6,0,low,Yes,Y,South,37.71917477,128.1732366
4847,6/20/2019,JP,2519,20,23.3,68,3.6,3,17,0.11,0,low,Yes,Y,South,37.45824901,127.8625394
4848,6/20/2019,JP,2246,21,21.6,74,3.3,3,16.7,0,0,low,Yes,Y,South,37.2089856,128.1469264
4849,6/20/2019,JP,1979,22,20.6,78,3,2,16.6,0,0,low,Yes,Y,South,37.45134824,128.3523441
4850,6/20/2019,JP,1401,23,20.1,82,3.6,2,16.9,0,0,low,Yes,Y,South,37.49780726,127.5060843
4851,6/21/2019,JP,1083,0,20,83,2.6,2,17,0,0,low,Yes,Y,South,37.16249629,128.4148849
4852,6/21/2019,JP,794,1,20.1,82,1.2,2,16.9,0,0,low,Yes,N,South,37.41825935,128.1139137
4853,6/21/2019,JP,539,2,20.2,82,0.9,2,17,0,0,low,Yes,N,South,37.05704113,128.4529541
4854,6/21/2019,JP,394,3,20,83,1.7,2,17,0,0,low,Yes,N,South,37.39654484,128.2773172
4855,6/21/2019,JP,215,4,19.6,87,1.2,2,17.3,0,0,low,Yes,N,South,37.58104089,127.6044005
4856,6/21/2019,JP,308,5,19.4,82,2.1,2,16.2,0,0,low,Yes,N,South,37.25028766,127.7178471
4857,6/21/2019,JP,709,6,19.5,80,1.6,3,15.9,0.04,0,low,Yes,N,South,37.7004735,127.960962
4858,6/21/2019,JP,1543,7,19.9,74,1.7,2,15.1,0.21,0,low,Yes,Y,South,37.9527288,128.2676783
4859,6/21/2019,JP,2370,8,21.4,65,1.9,3,14.5,1.15,0,low,Yes,Y,South,37.44017182,128.3904365
4860,6/21/2019,JP,1360,9,22.7,59,2,3,14.2,1.77,0,low,Yes,Y,South,37.20812995,128.3374451
4861,6/21/2019,JP,922,10,23.9,57,2.1,3,14.8,2.54,0,low,Yes,N,South,37.88346337,127.6288307
4862,6/21/2019,JP,1066,11,25.5,57,1.8,3,16.3,3.01,0,low,Yes,Y,South,37.47909613,127.5644663
4863,6/21/2019,JP,1197,12,26.4,46,1.4,3,13.8,3.26,0,low,Yes,Y,South,37.92167853,128.4890713
4864,6/21/2019,JP,1147,13,27.3,33,3.4,4,9.6,3.42,0,low,Yes,Y,South,37.9125368,127.8505728
4865,6/21/2019,JP,1152,14,28,39,2.6,4,12.7,3.14,0,low,Yes,Y,South,37.73235032,128.1710973
4866,6/21/2019,JP,1276,15,28.3,40,3.2,4,13.4,2.96,0,low,Yes,Y,South,37.80261144,127.5099058
4867,6/21/2019,JP,1473,16,28.5,42,3.1,4,14.3,2.62,0,low,Yes,Y,South,37.31688329,127.7608462
4868,6/21/2019,JP,2176,17,28.4,43,3.3,4,14.6,2.04,0,low,Yes,Y,South,37.89537515,128.1651547
4869,6/21/2019,JP,34180,18,27.8,43,3,4,14,1.35,0,low,Yes,Y,South,37.92804169,128.2948481
4870,6/21/2019,JP,2811,19,26.9,42,2.4,5,12.8,0.62,0,low,Yes,Y,South,37.41911346,128.2341397
4871,6/21/2019,JP,2556,20,25.1,55,2.3,4,15.4,0.08,0,low,Yes,Y,South,37.63166739,128.3306719
4872,6/21/2019,JP,2436,21,23.8,63,1.5,4,16.3,0,0,low,Yes,Y,South,37.14327318,127.9547907
4873,6/21/2019,JP,2179,22,22.8,67,2.1,3,16.3,0,0,low,Yes,Y,South,37.77028399,128.0097889
4874,6/21/2019,JP,1497,23,21.9,59,2.6,3,13.5,0,0,low,Yes,Y,South,37.15464781,127.7731892
4875,6/22/2019,JP,1137,0,20.7,67,1.9,3,14.3,0,0,low,Yes,Y,South,37.13496656,127.5870057
4876,6/22/2019,JP,912,1,20.2,75,1.4,2,15.6,0,0,low,Yes,N,South,37.58614048,128.2189366
4877,6/22/2019,JP,602,2,19.8,80,1.5,2,16.2,0,0,low,Yes,N,South,37.70580201,127.7175244
4878,6/22/2019,JP,413,3,19.3,85,1.6,2,16.7,0,0,low,Yes,N,South,37.48875887,128.2437328
4879,6/22/2019,JP,268,4,19.1,86,1.4,2,16.6,0,0,low,Yes,N,South,37.30528716,127.7884846
4880,6/22/2019,JP,336,5,18.6,85,1,2,16,0,0,low,Yes,N,South,37.05650795,127.9399179
4881,6/22/2019,JP,710,6,18.2,83,0.6,2,15.2,0.06,0,low,Yes,N,South,37.82498736,127.9245939
4882,6/22/2019,JP,1529,7,18.8,66,1.1,3,12.3,0.46,0,low,Yes,Y,South,37.22298635,127.674005
4883,6/22/2019,JP,2283,8,21.9,58,1.2,3,13.2,1.29,0,low,Yes,Y,South,37.67561911,128.0180012
4884,6/22/2019,JP,1284,9,24.2,47,1.2,3,12.1,1.94,0,low,Yes,Y,South,37.17103992,128.0694789
4885,6/22/2019,JP,902,10,26.3,34,0.9,4,9.1,2.57,0,low,Yes,N,South,37.93929811,128.062765
4886,6/22/2019,JP,1020,11,28.1,35,1.3,4,11.1,3.02,0,low,Yes,Y,South,37.20968742,127.5131899
4887,6/22/2019,JP,1116,12,29.8,28,1.3,4,9.3,3.21,0,low,Yes,Y,South,37.8961855,128.2584867
4888,6/22/2019,JP,1073,13,30.6,26,1.2,4,8.9,3.17,0,low,Yes,Y,South,37.72146433,128.3762193
4889,6/22/2019,JP,1087,14,31.6,25,2.3,4,9.1,3.21,0,low,Yes,Y,South,37.40426559,127.8038533
4890,6/22/2019,JP,1203,15,31.9,23,1.8,4,8.1,2.57,0,low,Yes,Y,South,37.67068811,128.311603
4891,6/22/2019,JP,1466,16,30.8,31,3.8,4,11.7,2.17,0,low,Yes,Y,South,37.29918058,128.0689026
4892,6/22/2019,JP,2146,17,30.4,28,2.9,4,9.8,1.9,0,low,Yes,Y,South,37.63394017,127.581829
4893,6/22/2019,JP,3365,18,29.3,27,3.4,4,8.3,1.24,0,low,Yes,Y,South,37.87741754,127.504378
4894,6/22/2019,JP,2732,19,27.1,32,3.5,5,8.9,0.52,0,low,Yes,Y,South,37.36028672,128.45749
4895,6/22/2019,JP,2493,20,25.4,31,2.5,5,7,0.07,0,low,Yes,Y,South,37.33246539,128.4768448
4896,6/22/2019,JP,2251,21,24.2,32,1.5,5,6.4,0,0,low,Yes,Y,South,37.82670108,128.4140809
4897,6/22/2019,JP,2103,22,23.3,32,1.1,5,5.6,0,0,low,Yes,Y,South,37.55615049,127.6738992
4898,6/22/2019,JP,1648,23,22.9,34,1.1,4,6.1,0,0,low,Yes,Y,South,37.92663018,127.881988
4899,6/23/2019,JP,1322,0,22.7,36,1.5,5,6.8,0,0,low,Yes,Y,South,37.78321711,127.5973973
4900,6/23/2019,JP,1073,1,22.5,39,1.1,5,7.8,0,0,low,Yes,Y,South,37.31174121,127.5747298
4901,6/23/2019,JP,818,2,22.3,37,1.8,5,6.8,0,0,low,Yes,N,South,37.64062268,128.1223367
4902,6/23/2019,JP,540,3,22,42,0.2,4,8.4,0,0,low,Yes,N,South,37.67161871,128.2301978
4903,6/23/2019,JP,375,4,21.6,47,0.4,4,9.7,0,0,low,Yes,N,South,37.73613704,127.5174119
4904,6/23/2019,JP,339,5,21.1,48,0.3,5,9.6,0,0,low,Yes,N,South,37.19060186,127.6872166
4905,6/23/2019,JP,417,6,21,48,0.6,5,9.5,0.01,0,low,Yes,N,South,37.29393398,128.0968865
4906,6/23/2019,JP,622,7,21.3,44,0.5,4,8.5,0.2,0,low,Yes,N,South,37.3615806,128.188272
4907,6/23/2019,JP,934,8,22.6,42,0.7,4,9,0.62,0,low,Yes,N,South,37.09234671,128.0082761
4908,6/23/2019,JP,1072,9,24.3,37,1.1,4,8.6,1.31,0,low,Yes,Y,South,37.60930911,128.4377938
4909,6/23/2019,JP,1064,10,25.8,35,1.5,4,9.1,1.66,0,low,Yes,Y,South,37.68333926,128.0684406
4910,6/23/2019,JP,1229,11,27.5,31,1.9,4,8.8,2.7,0,low,Yes,Y,South,37.88276522,127.8046319
4911,6/23/2019,JP,1374,12,28.4,31,2.7,4,9.6,2.93,0,low,Yes,Y,South,37.15897449,128.4343069
4912,6/23/2019,JP,1483,13,27.9,41,3.9,4,13.4,2.08,0,low,Yes,Y,South,37.51636629,128.1863398
4913,6/23/2019,JP,1445,14,28,46,3.6,4,15.2,2.88,0,low,Yes,Y,South,37.0143169,127.8685199
4914,6/23/2019,JP,1589,15,28.4,43,3.1,4,14.6,2.65,0,low,Yes,Y,South,37.36266533,128.1356383
4915,6/23/2019,JP,1837,16,28.3,48,3.1,4,16.2,2.41,0,low,Yes,Y,South,37.29835176,128.1966402
4916,6/23/2019,JP,2101,17,28.1,49,3.2,3,16.3,1.62,0,low,Yes,,South,37.23320057,127.5034468
4917,6/23/2019,JP,2256,18,26.3,55,3.2,3,16.5,0.64,0,low,Yes,Y,South,37.88833369,127.87779
4918,6/23/2019,JP,2288,19,25.7,59,2.8,3,17,0.38,0,low,Yes,Y,South,37.56057414,128.2138942
4919,6/23/2019,JP,2262,20,24.6,65,2.1,3,17.5,0.1,0,low,Yes,Y,South,37.930981,128.3391336
4920,6/23/2019,JP,2175,21,23.8,68,2.2,2,17.5,0,0,low,Yes,Y,South,37.02115488,128.2639407
4921,6/23/2019,JP,1932,22,23,74,2.4,2,18.1,0,0,low,Yes,Y,South,37.09598978,128.4820911
4922,6/23/2019,JP,1402,23,22.5,77,2.7,2,18.2,0,0,low,Yes,Y,South,37.49912499,127.7775
4923,6/24/2019,JP,849,0,22,81,1.6,2,18.5,0,0,low,Yes,N,South,37.06080193,128.3101249
4924,6/24/2019,JP,545,1,21.5,83,1.3,2,18.4,0,0,low,Yes,N,South,37.18612035,128.0941165
4925,6/24/2019,JP,1254,2,20.9,87,1.8,2,18.6,0,0,low,Yes,Y,South,37.13702264,127.8914982
4926,6/24/2019,JP,644,3,20.6,91,0.8,1,19,0,0,low,Yes,N,South,37.75657274,127.6044761
4927,6/24/2019,JP,286,4,20.5,90,0.8,2,18.7,0,0,low,Yes,N,South,37.79410477,127.9629291
4928,6/24/2019,JP,235,5,20.3,87,1,2,18,0,0,low,Yes,N,South,37.86946783,127.9287965
4929,6/24/2019,JP,258,6,20.2,87,2,2,17.9,0.01,0,low,Yes,N,South,37.60171358,127.6195697
4930,6/24/2019,JP,369,7,20.5,82,0.8,2,17.3,0.16,0,low,Yes,N,South,37.64591445,127.6393675
4931,6/24/2019,JP,561,8,21.3,78,0.7,2,17.3,0.51,0,low,Yes,N,South,37.35251482,127.6278082
4932,6/24/2019,JP,734,9,23.1,68,1.9,2,16.8,1.64,0,low,Yes,N,South,37.95169814,128.0394883
4933,6/24/2019,JP,763,10,25,60,1.5,2,16.6,2.33,0,low,Yes,N,South,37.50169019,127.8714966
4934,6/24/2019,JP,870,11,27.1,52,2.1,2,16.3,2.82,0,low,Yes,N,South,37.16529904,128.1250821
4935,6/24/2019,JP,1042,12,28.9,40,2.3,3,13.9,3.15,0,low,Yes,Y,South,37.73883222,127.6411073
4936,6/24/2019,JP,1062,13,30.6,31,2.7,4,11.5,3.24,0,low,Yes,Y,South,37.30562545,127.7380458
4937,6/24/2019,JP,1064,14,31.6,34,2.9,3,13.8,3.12,0,low,Yes,Y,South,37.4533966,127.5367226
4938,6/24/2019,JP,1213,15,31.8,31,3.4,4,12.5,2.85,0,low,Yes,Y,South,37.7382718,128.1911088
4939,6/24/2019,JP,1471,16,31.3,32,3.2,4,12.6,2.38,0,low,Yes,Y,South,37.06508064,128.2896936
4940,6/24/2019,JP,1754,17,30.9,34,2.5,4,13.2,1.79,0,low,Yes,Y,South,37.40208645,128.0415944
4941,6/24/2019,JP,2094,18,29.8,35,3.3,4,12.6,1.15,0,low,Yes,Y,South,37.66168384,128.2197545
4942,6/24/2019,JP,2290,19,27.8,41,2.7,4,13.3,0.45,0,low,Yes,Y,South,37.46203871,127.9198932
4943,6/24/2019,JP,2387,20,26.1,49,1.9,4,14.5,0.1,0,low,Yes,Y,South,37.80428741,127.941248
4944,6/24/2019,JP,2153,21,24.5,71,1.7,4,18.8,0,0,low,Yes,Y,South,37.16720726,127.8700892
4945,6/24/2019,JP,1801,22,23.9,72,0.8,3,18.5,0,0,low,Yes,Y,South,37.15651423,128.4652695
4946,6/24/2019,JP,1329,23,23.3,75,2,3,18.6,0,0,low,Yes,Y,South,37.17475837,128.2240227
4947,6/25/2019,JP,962,0,22.9,79,0.6,3,19,0,0,low,Yes,N,South,37.33636485,127.9704625
4948,6/25/2019,JP,585,1,22.5,80,1.1,2,18.8,0,0,low,Yes,N,South,37.00382342,128.3276676
4949,6/25/2019,JP,424,2,22.3,80,0.8,3,18.6,0,0,low,Yes,N,South,37.25516927,127.9691348
4950,6/25/2019,JP,264,3,22,83,0.5,2,18.9,0,0,low,Yes,N,South,37.86596408,128.1099592
4951,6/25/2019,JP,199,4,21.8,82,0.7,3,18.5,0,0,low,Yes,N,South,37.45166556,128.1452729
4952,6/25/2019,JP,338,5,21.5,84,0.3,2,18.6,0,0,low,Yes,N,South,37.54869875,127.8960088
4953,6/25/2019,JP,785,6,21.3,81,0.7,2,17.8,0.05,0,low,Yes,N,South,37.63768231,128.0736615
4954,6/25/2019,JP,1620,7,22.1,74,0.3,3,17.2,0.37,0,low,Yes,Y,South,37.28299111,127.7597437
4955,6/25/2019,JP,2331,8,23.8,66,0.9,3,17,0.74,0,low,Yes,Y,South,37.85058017,127.9104717
4956,6/25/2019,JP,1293,9,25.4,61,1,3,17.3,1.28,0,low,Yes,Y,South,37.67040368,127.9716583
4957,6/25/2019,JP,878,10,26.4,55,0.9,3,16.6,1.16,0,low,Yes,N,South,37.14505491,128.0803922
4958,6/25/2019,JP,968,11,27.8,46,1.3,3,15.1,1.77,0,low,Yes,N,South,37.99263549,127.7933304
4959,6/25/2019,JP,1039,12,29.8,42,2.1,4,15.5,2.9,0,low,Yes,Y,South,37.21022887,127.5783629
4960,6/25/2019,JP,1073,13,31.2,36,2,3,14.3,2.91,0,low,Yes,Y,South,37.45800964,128.0607437
4961,6/25/2019,JP,1016,14,32.3,35,1.8,3,14.8,2.71,0,low,Yes,Y,South,37.08577653,127.5997626
4962,6/25/2019,JP,1184,15,32.7,31,1.7,4,13.3,2.3,0,low,Yes,Y,South,37.76070518,128.2893252
4963,6/25/2019,JP,1407,16,32.2,39,2.8,3,16.4,1.74,0,low,Yes,Y,South,37.19971497,128.1837527
4964,6/25/2019,JP,2008,17,31.5,42,2.3,3,17,1.36,0,low,Yes,Y,South,37.69936918,128.3966315
4965,6/25/2019,JP,3238,18,30.7,43,1.6,3,16.6,0.74,0,low,Yes,Y,South,37.86961236,128.2924026
4966,6/25/2019,JP,2779,19,29.8,45,1.5,3,16.5,0.32,0,low,Yes,Y,South,37.23769045,127.6333664
4967,6/25/2019,JP,2456,20,28.8,54,1.1,3,18.5,0.09,0,low,Yes,,South,37.24306161,127.9449743
4968,6/25/2019,JP,2372,21,27.9,55,0.5,3,18,0,0,low,Yes,Y,South,37.41849476,128.0590706
4969,6/25/2019,JP,2046,22,27.4,55,0.3,3,17.5,0,0,low,Yes,Y,South,37.36595602,127.5535887
4970,6/25/2019,JP,1437,23,27.2,55,0.7,3,17.3,0,0,low,Yes,Y,South,37.59902533,128.1916977
4971,6/26/2019,JP,1052,0,26.9,61,1.5,3,18.7,0,0,low,Yes,Y,South,37.69695082,128.2572742
4972,6/26/2019,JP,783,1,26.7,50,1.8,3,15.4,0,0,low,Yes,N,South,37.82028866,127.5613689
4973,6/26/2019,JP,524,2,26.1,51,1.7,3,15.1,0,0,low,Yes,N,South,37.61745968,127.579075
4974,6/26/2019,JP,353,3,25.4,50,1.1,3,14.2,0,0,low,Yes,N,South,37.0261798,128.3897965
4975,6/26/2019,JP,143,4,24.7,49,1,4,13.2,0,0,low,Yes,N,South,37.62698918,128.4479471
4976,6/26/2019,JP,45,5,23.7,64,0.9,3,16.4,0,0.1,low,Yes,N,South,37.00137432,127.9689943
4977,6/26/2019,JP,37,6,22.5,83,0.8,2,19.4,0,0.4,low,Yes,N,South,37.119527,127.9931406
4978,6/26/2019,JP,49,7,21.2,87,0.8,2,18.9,0.03,1.5,low,Yes,N,South,37.72148699,128.3288693
4979,6/26/2019,JP,53,8,20.8,94,1,1,19.7,0.05,3.5,low,Yes,N,South,37.82673362,128.2620791
4980,6/26/2019,JP,19,9,20.3,96,1.1,1,19.6,0.06,6.5,low,Yes,N,South,37.87235742,127.5109893
4981,6/26/2019,JP,9,10,20.3,97,1,1,19.8,0.12,9.5,low,Yes,N,South,37.00519782,127.7264867
4982,6/26/2019,JP,11,11,20.4,97,1.4,1,19.9,0.09,16,low,Yes,N,South,37.63194561,127.6265018
4983,6/26/2019,JP,10,12,20.5,97,1.8,2,20,0.15,5,low,Yes,N,South,37.48756935,127.5823719
4984,6/26/2019,JP,24,13,20.5,97,1.2,2,20,0.11,14.5,low,Yes,N,South,37.9885073,127.6589122
4985,6/26/2019,JP,26,14,21,97,0.7,2,20.4,0.26,2.5,low,Yes,N,South,37.68054431,128.1457001
4986,6/26/2019,JP,65,15,21.5,97,0.6,2,20.9,0.21,4.5,low,Yes,N,South,37.17390891,127.6609352
4987,6/26/2019,JP,56,16,23.3,96,3.4,2,22.6,0.08,1,low,Yes,N,South,37.91736484,128.016086
4988,6/26/2019,JP,113,17,24,95,5,2,23.1,0.07,2,low,Yes,N,South,37.81322103,128.2227524
4989,6/26/2019,JP,156,18,24.1,95,4.4,2,23.2,0.03,1,low,Yes,N,South,37.41136087,128.2657172
4990,6/26/2019,JP,203,19,24.2,94,4.7,2,23.1,0.03,1.5,low,Yes,N,South,37.62364515,128.2701594
4991,6/26/2019,JP,199,20,24.1,94,4.5,2,23,0,0.5,low,Yes,N,South,37.38514202,128.3517541
4992,6/26/2019,JP,275,21,23.5,94,4.6,2,22.4,0,1.5,low,Yes,N,South,37.86485469,127.9712193
4993,6/26/2019,JP,443,22,22.4,95,4.1,2,21.5,0,0,low,Yes,N,South,37.17207806,128.4095088
4994,6/26/2019,JP,552,23,21.6,89,4.3,2,19.7,0,0,low,Yes,N,South,37.57977336,128.2853823
4995,6/27/2019,JP,513,0,20.5,94,3.7,3,19.4,0,0,low,Yes,N,South,37.98016433,128.2690787
4996,6/27/2019,JP,254,1,20,96,3,1,19.3,0,0.1,low,Yes,N,South,37.18658455,127.8366174
4997,6/27/2019,JP,164,2,19.6,97,2.6,2,19.1,0,0.4,low,Yes,N,South,37.63972941,128.4264933
4998,6/27/2019,JP,152,3,19.4,97,2.9,2,18.9,0,0,low,Yes,N,South,37.29262331,127.7024639
4999,6/27/2019,JP,110,4,19.2,97,1,2,18.7,0,0.5,low,Yes,N,South,37.26371643,128.4851969
5000,6/27/2019,JP,162,5,19.1,97,1.2,2,18.6,0,0,low,Yes,N,South,37.25379089,128.0659585
5001,6/27/2019,JP,417,6,19.2,97,1.5,1,18.7,0,0,low,Yes,N,South,37.51299261,128.024616
5002,6/27/2019,JP,1084,7,19.3,98,1,1,18.9,0.06,0,low,Yes,Y,South,37.81289414,128.0086737
5003,6/27/2019,JP,1995,8,19.7,97,1.5,2,19.2,0.25,0,low,Yes,Y,South,37.74385926,127.6927376
5004,6/27/2019,JP,1238,9,20,96,1.6,2,19.3,0.39,0,low,Yes,Y,South,37.07952863,128.3752161
5005,6/27/2019,JP,862,10,21.4,85,1.1,2,18.7,1.34,0,low,Yes,N,South,37.63232227,127.9811467
5006,6/27/2019,JP,1015,11,23.4,73,1.3,3,18.2,2.38,0,low,Yes,Y,South,37.9152196,127.7843213
5007,6/27/2019,JP,1145,12,24.1,73,2.2,3,18.9,2.15,0,low,Yes,Y,South,37.79079105,128.177636
5008,6/27/2019,JP,1234,13,24.9,69,2.2,3,18.8,2.14,0,low,Yes,Y,South,37.56269277,128.3814402
5009,6/27/2019,JP,1243,14,24.7,72,2.9,3,19.3,1.45,0,low,Yes,Y,South,37.72240909,128.4378912
5010,6/27/2019,JP,1362,15,25.5,68,2.4,2,19.1,1.61,0,low,Yes,Y,South,37.04320699,128.4430728
5011,6/27/2019,JP,1618,16,25,74,2.2,2,20,0.52,0,low,Yes,Y,South,37.78517661,127.5671608
5012,6/27/2019,JP,2115,17,25.1,70,2.2,3,19.2,0.48,0,low,Yes,Y,South,37.76190506,128.4723912
5013,6/27/2019,JP,3172,18,25,69,1.5,3,18.9,0.52,0,low,Yes,Y,South,37.13661301,128.0742843
5014,6/27/2019,JP,2487,19,24.9,70,1.8,3,19,0.24,0,low,Yes,Y,South,37.44898111,127.6584681
5015,6/27/2019,JP,2274,20,24.2,72,1.4,3,18.8,0.03,0,low,Yes,Y,South,37.79712782,127.8631854
5016,6/27/2019,JP,2200,21,23.3,71,1.3,3,17.7,0,0,low,Yes,Y,South,37.19682383,128.2815409
5017,6/27/2019,JP,1959,22,22.7,77,2,3,18.4,0,0,low,Yes,Y,South,37.47341065,127.548669
5018,6/27/2019,JP,980,23,22.3,83,2.6,2,19.2,0,0,low,Yes,N,South,37.08603809,128.4217575
5019,6/28/2019,JP,561,0,22.2,84,1.1,2,19.3,0,0,low,Yes,N,South,37.67341243,127.6073017
5020,6/28/2019,JP,1068,1,22.2,84,0.3,2,19.3,0,0,low,Yes,Y,South,37.45604279,128.4411437
5021,6/28/2019,JP,652,2,22.4,84,0.6,2,19.5,0,0,low,Yes,N,South,37.52690187,128.0575336
5022,6/28/2019,JP,344,3,22.4,86,0.6,2,19.9,0,0,low,Yes,N,South,37.4385501,127.9567239
5023,6/28/2019,JP,233,4,22.3,88,0.9,2,20.2,0,0,low,Yes,N,South,37.22625626,127.8589644
5024,6/28/2019,JP,266,5,22.1,93,0.4,2,20.9,0,0,low,Yes,N,South,37.5989905,128.3894053
5025,6/28/2019,JP,594,6,22,90,0.4,2,20.2,0.04,0.1,low,Yes,N,South,37.57476271,128.3397186
5026,6/28/2019,JP,1391,7,22.7,81,0.4,3,19.2,0.4,0,low,Yes,Y,South,37.47800708,127.551941
5027,6/28/2019,JP,2288,8,24.2,73,1,4,19,0.96,0,low,Yes,Y,South,37.40671507,128.4325263
5028,6/28/2019,JP,1246,9,24.8,75,1.1,4,20,0.63,0,low,Yes,Y,South,37.20263961,127.9647188
5029,6/28/2019,JP,826,10,25.3,70,0.6,4,19.4,0.7,0,low,Yes,N,South,37.52353457,127.5267403
5030,6/28/2019,JP,938,11,26.5,64,1.8,4,19.1,1.3,0,low,Yes,N,South,37.5475297,128.233514
5031,6/28/2019,JP,1158,12,27,68,2,4,20.5,1.3,0,low,Yes,Y,South,37.05258387,128.3605144
5032,6/28/2019,JP,1040,13,27.2,68,1.8,4,20.7,1.1,0,low,Yes,Y,South,37.22351237,128.3619533
5033,6/28/2019,JP,1030,14,27.1,72,3,3,21.6,0.91,0,low,Yes,Y,South,37.07620268,128.4641944
5034,6/28/2019,JP,1209,15,26.4,76,3.7,4,21.8,1.01,0,low,Yes,Y,South,37.68117336,127.5863843
5035,6/28/2019,JP,766,16,25.2,81,3.6,3,21.6,0.5,0,low,Yes,N,South,37.98915615,128.103811
5036,6/28/2019,JP,65,17,22.2,92,1.2,2,20.8,0.11,4.9,low,Yes,N,South,37.09775602,128.2529879
5037,6/28/2019,JP,596,18,20.6,97,0.7,2,20.1,0.14,21.5,low,Yes,N,South,37.22499568,128.3231417
5038,6/28/2019,JP,944,19,20.9,97,1,4,20.3,0.19,0,low,Yes,N,South,37.63638643,127.8798013
5039,6/28/2019,JP,1039,20,21,96,0.1,4,20.3,0.02,0,low,Yes,Y,South,37.58941173,127.668771
5040,6/28/2019,JP,1223,21,21.3,94,0.3,4,20.2,0,0,low,Yes,Y,South,37.50847866,127.690541
5041,6/28/2019,JP,1239,22,21.6,94,1.1,3,20.5,0,0,low,Yes,Y,South,37.19491548,127.9202587
5042,6/28/2019,JP,931,23,21.7,96,0.3,2,21,0,0,low,Yes,N,South,37.94573612,128.0815366
5043,6/29/2019,JP,470,0,21.9,95,1.9,2,21,0,0,low,Yes,N,South,37.08910898,127.8883891
5044,6/29/2019,JP,460,1,22,96,0.1,2,21.3,0,0.1,low,Yes,N,South,37.06238124,127.9345553
5045,6/29/2019,JP,345,2,22.2,96,0.8,2,21.5,0,0.2,low,Yes,N,South,37.58016096,127.9608142
5046,6/29/2019,JP,227,3,22.3,96,1.2,2,21.6,0,0.1,low,Yes,N,South,37.92971508,128.230884
5047,6/29/2019,JP,123,4,22.3,96,0,2,21.6,0,0.1,low,Yes,N,South,37.6788929,128.4822227
5048,6/29/2019,JP,133,5,22.1,97,0.5,1,21.5,0,1.5,low,Yes,N,South,37.81960869,127.7244161
5049,6/29/2019,JP,308,6,21.9,97,0.2,1,21.3,0,4.5,low,Yes,N,South,37.73523861,128.198416
5050,6/29/2019,JP,883,7,22,97,0.9,2,21.4,0.03,0,low,Yes,N,South,37.57173615,128.3514712
5051,6/29/2019,JP,2028,8,22.2,95,1.6,2,21.3,0.26,0,low,Yes,Y,South,37.42716616,127.9913627
5052,6/29/2019,JP,1195,9,22.9,86,1.7,2,20.4,0.76,0,low,Yes,Y,South,37.37678434,127.9582873
5053,6/29/2019,JP,913,10,24.4,76,2.1,2,19.8,1.58,0,low,Yes,N,South,37.09038862,128.3020691
5054,6/29/2019,JP,956,11,24.8,74,1.8,2,19.8,1.41,0,low,Yes,N,South,37.30730526,128.3694414
5055,6/29/2019,JP,1168,12,26.1,67,2.2,3,19.4,2.15,0,low,Yes,Y,South,37.54011325,128.0153946
5056,6/29/2019,JP,1117,13,26.8,65,2,3,19.6,2.37,0,low,Yes,Y,South,37.96903846,127.8358729
5057,6/29/2019,JP,1175,14,27.8,57,2.1,3,18.4,2.62,0,low,Yes,Y,South,37.43190143,128.4550092
5058,6/29/2019,JP,1209,15,28.4,63,2.8,3,20.6,2.47,0,low,Yes,Y,South,37.39532777,128.033951
5059,6/29/2019,JP,1554,16,29,57,2.3,3,19.6,2.36,0,low,Yes,Y,South,37.84528559,127.9272956
5060,6/29/2019,JP,2099,17,28.5,60,2.6,3,19.9,1.33,0,low,Yes,Y,South,37.00597851,127.5736471
5061,6/29/2019,JP,3113,18,28.1,60,1.9,3,19.5,1.05,0,low,Yes,Y,South,37.48598123,128.0655397
5062,6/29/2019,JP,2602,19,27.1,64,1.1,3,19.6,0.28,0,low,Yes,Y,South,37.97733613,128.1081265
5063,6/29/2019,JP,2339,20,26.2,70,1.5,3,20.2,0.12,0,low,Yes,Y,South,37.80564362,128.3483881
5064,6/29/2019,JP,2225,21,25.2,75,1.4,2,20.4,0,0,low,Yes,Y,South,37.24064905,127.6334287
5065,6/29/2019,JP,2103,22,24.2,80,1.3,2,20.5,0,0,low,Yes,Y,South,37.97114692,128.2282552
5066,6/29/2019,JP,1552,23,23.5,83,1.4,2,20.4,0,0,low,Yes,Y,South,37.56344161,128.0755254
